"ïóå¸ÉÅÉÇÅF=IF(H5=""ñk"",0,IF(H5=""ñkñkìå"",1,IF(H5=""ñkìå"",2,IF(H5=""ìåñkìå"",3,IF(H5=""ìå"",4,IF(H5=""ìåìÏìå"",5,IF(H5=""ìÏìå"",6,IF(H5=""ìÏìÏìå"",7,IF(H5=""ìÏ"",8,IF(H5=""ìÏìÏêº"",9,IF(H5=""ìÏêº"",10,IF(H5=""êºìÏêº"",11,IF(H5=""êº"",12,IF(H5=""êºñkêº"",13,IF(H5=""ñkêº"",14, IF(H5=""ñkñkêº"", 15, """"))))))))))))))))",,,,,,,,,,,,,,,,
,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ,í∑ñÏ
îNåéì˙éû,ãCâ∑(Åé),ç~êÖó (mm),ç~ê·(cm),êœê·(cm),ì˙è∆éûä‘(éûä‘),ïóë¨(m/s),ïóå¸,òIì_â∑ìx(Åé),èˆãCà≥(hPa),ëäëŒéºìx(Åì),äCñ ãCà≥(hPa),åªínãCà≥(hPa),ì˙éÀó (MJ/áu),ìVãC,éãíˆ(km),â_ó (10ï™î‰)
2017/1/10 10:00,3.6,0,0,0,1,1.6,3.53,-1,5.7,72,1014.7,963.8,1.49,2,10,3
2017/1/10 11:00,4.7,0,0,0,1,1.4,2.75,-1.9,5.3,62,1013,962.4,1.82,2,10,3
2017/1/10 12:00,5.5,0,0,0,1,2.6,3.93,-3.1,4.9,54,1011,960.6,2.01,2,10,3
2017/1/10 13:00,7.6,0,0,0,1,3.9,3.93,-2.7,5,48,1009,959.1,1.96,2,10,3
2017/1/10 14:00,8.7,0,0,0,1,1.9,3.14,-2,5.3,47,1007.9,958.3,1.72,2,10,3
2017/1/10 15:00,9.9,0,0,0,1,4.2,4.32,-5.2,4.1,34,1007.3,957.9,1.29,2,30,2
2017/1/10 16:00,8.8,0,0,0,0.6,4.2,4.71,-5.1,4.2,37,1007.8,958.2,0.52,2,30,2
2017/1/10 17:00,6.8,0,0,0,0,4.1,4.71,-3.4,4.7,48,1008.7,958.7,0.06,2,30,2
2017/1/10 18:00,5.1,0,0,0,0,5,4.71,-0.5,5.9,67,1009.6,959.2,0,2,30,2
2017/1/10 19:00,4.7,0,0,0,0,1.9,4.71,0.1,6.2,72,1010.1,959.6,0,2,30,2
2017/1/10 20:00,4.2,0,0,0,0,2.5,1.96,0.9,6.5,79,1010.6,960,0,2,30,2
2017/1/10 21:00,3.2,0,0,0,0,1.8,5.89,0.4,6.3,82,1011.4,960.6,0,4,15,9
2017/1/10 22:00,3.4,0,0,0,0,2.1,4.71,-2.7,5,64,1012,961.2,0,4,15,9
2017/1/10 23:00,2.1,0,0,0,0,1.7,5.5,-3.2,4.8,68,1012.8,961.7,0,4,15,9
2017/1/11 0:00,1,0,0,0,0,1.9,1.57,-1.4,5.5,84,1013.2,961.9,0,4,15,9
2017/1/11 1:00,0.1,0,0,0,0,0.9,0,-2.3,5.2,84,1013.5,962,0,4,15,9
2017/1/11 2:00,0.2,0,0,0,0,2.1,1.96,-2.2,5.2,84,1013.6,962.1,0,4,15,9
2017/1/11 3:00,-0.2,0,0,0,0,0.7,1.96,-1.5,5.5,91,1014.2,962.6,0,4,15,9
2017/1/11 4:00,-0.3,0,0,0,0,1.8,1.18,-1.1,5.6,94,1014.2,962.6,0,4,15,9
2017/1/11 5:00,-0.6,0,0,0,0,2,1.18,-1.7,5.4,92,1014.7,963,0,4,15,9
2017/1/11 6:00,-1.1,0,0,0,0,2.6,1.18,-2.5,5.1,90,1015.3,963.5,0,4,15,9
2017/1/11 7:00,-1.4,0,0,0,0,1.8,0.79,-3.1,4.9,88,1015.2,963.3,0,4,15,9
2017/1/11 8:00,-1.3,0,0,0,0,1.6,5.11,-3.2,4.8,87,1015.2,963.4,0.06,4,15,9
2017/1/11 9:00,-0.6,0,0,0,0,0.6,1.18,-3.1,4.9,83,1015.5,963.8,0.26,12,30,10
2017/1/11 10:00,0.3,0,0,0,0,1.1,4.71,-3.8,4.6,74,1015,963.5,0.5,12,30,10
2017/1/11 11:00,1.6,0,0,0,0.3,1.7,2.36,-4.9,4.3,62,1013.7,962.5,1.05,12,30,10
2017/1/11 12:00,3.8,0,0,0,0.9,2.5,0.79,-3.7,4.7,58,1012,961.3,2.04,12,30,10
2017/1/11 13:00,4,0,0,0,1,3.6,1.18,-3.3,4.8,59,1011,960.4,1.84,12,30,10
2017/1/11 14:00,4.8,0,0,0,0.9,2.1,0.79,-4.2,4.5,52,1010.3,959.8,1.69,12,30,10
2017/1/11 15:00,4.5,0,0,0,1,4.1,1.18,-3.3,4.8,57,1010.2,959.7,1.35,2,30,4
2017/1/11 16:00,2.7,0,0,0,0.6,3.8,1.18,-2.6,5,68,1011,960.1,0.57,2,30,4
2017/1/11 17:00,1.5,0,0,0,0.1,1.8,5.11,-2.6,5,74,1011.3,960.2,0.07,2,30,4
2017/1/11 18:00,0.5,0,0,0,0,4.3,0.79,-3,4.9,77,1012.6,961.2,0,2,30,4
2017/1/11 19:00,-0.4,0,0,0,0,2.5,1.18,-2.3,5.2,87,1013.3,961.7,0,2,30,4
2017/1/11 20:00,-0.8,0,0,0,0,0.7,5.89,-2.7,5,87,1013.4,961.7,0,2,30,4
2017/1/11 21:00,-0.7,0,0,0,0,1.9,5.89,-3.4,4.8,82,1013.1,961.5,0,2,40,2
2017/1/11 22:00,-1.7,0,0,0,0,0.8,5.89,-3.6,4.7,87,1013,961.2,0,2,40,2
2017/1/11 23:00,-1.4,0,0,0,0,1.7,4.32,-4.1,4.5,82,1012.1,960.4,0,2,40,2
2017/1/12 0:00,-2,0,0,0,0,1,4.71,-3.7,4.6,88,1012,960.2,0,2,40,2
2017/1/12 1:00,-2,0,0,0,0,1,0,-4,4.5,86,1011.6,959.8,0,2,40,2
2017/1/12 2:00,-2.5,0,0,0,0,1,0,-4.2,4.5,88,1011.8,959.9,0,2,40,2
2017/1/12 3:00,-2.5,0,0,0,0,1.5,1.18,-4,4.5,89,1011.6,959.7,0,12,30,2
2017/1/12 4:00,-3.1,0,0,0,0,0.7,3.53,-4.3,4.4,91,1011.2,959.2,0,12,30,2
2017/1/12 5:00,-2.9,0,0,0,0,0.9,4.71,-4,4.5,92,1010.8,958.9,0,12,30,2
2017/1/12 6:00,-2.7,0,0,0,0,0.9,1.96,-3.9,4.6,91,1010.5,958.6,0,12,30,2
2017/1/12 7:00,-2.4,0,0,0,0,0.5,1.18,-3.5,4.7,92,1010.6,958.8,0,12,30,2
2017/1/12 8:00,-2.4,0,0,0,0,1.3,1.57,-3.4,4.8,93,1010.7,958.9,0.09,12,30,2
2017/1/12 9:00,-1.9,0,0,0,0,0.3,1.18,-3,4.9,92,1010.6,958.9,0.32,12,5,10
2017/1/12 10:00,-1.1,0,0,0,0,0.7,1.57,-2.7,5,89,1010,958.5,0.6,12,5,10
2017/1/12 11:00,0.3,0,0,0,0.3,1,4.32,-1.4,5.5,88,1009.1,957.9,1,12,5,10
2017/1/12 12:00,1.8,0,0,0,0.6,1.1,3.53,-0.9,5.7,82,1008,957.1,1.4,12,5,10
2017/1/12 13:00,4.2,0,0,0,0.8,1.7,3.14,-3.1,4.9,59,1006.1,955.7,1.87,12,5,10
2017/1/12 14:00,3.8,0,0,0,1,4.6,4.71,-5.1,4.2,52,1005.8,955.4,1.45,12,5,10
2017/1/12 15:00,2.9,0,0,0,0.4,4.5,5.11,-3.9,4.6,61,1005.8,955.2,0.74,2,30,8
2017/1/12 16:00,2.3,0,0,0,0,5.9,5.5,-3.4,4.8,66,1005.4,954.7,0.27,2,30,8
2017/1/12 17:00,2.1,0,0,0,0,3.9,5.11,-3,4.9,69,1005.2,954.5,0.04,2,30,8
2017/1/12 18:00,1.8,0,0,0,0,1.4,5.11,-2.1,5.2,75,1005.5,954.7,0,2,30,8
2017/1/12 19:00,0.9,0,0,0,0,0.2,5.11,-1,5.7,87,1005.5,954.6,0,2,30,8
2017/1/12 20:00,0.3,0,0,0,0,0.1,5.11,-0.2,6,96,1005.8,954.7,0,2,30,8
2017/1/12 21:00,0.3,0.5,0,0,0,0.5,2.36,-0.1,6.1,97,1005.4,954.4,0,12,4,10
2017/1/12 22:00,0.1,0,1,1,0,1,1.57,-0.3,6,97,1005.2,954.1,0,12,4,10
2017/1/12 23:00,0.2,0,0,1,0,1.2,0.79,-0.2,6,97,1004.9,953.9,0,12,4,10
2017/1/13 0:00,-0.1,0.5,2,3,0,0.7,1.18,-0.5,5.9,97,1004.7,953.6,0,12,4,10
2017/1/13 1:00,-0.1,0.5,0,3,0,0.6,0.79,-0.5,5.9,97,1004.6,953.5,0,12,4,10
2017/1/13 2:00,0,0.5,0,3,0,0.3,1.57,-0.3,6,98,1004.2,953.2,0,12,4,10
2017/1/13 3:00,0,0.5,1,4,0,0.4,4.32,-0.3,6,98,1004.2,953.2,0,12,2,10
2017/1/13 4:00,0.1,0.5,1,5,0,0.1,4.32,0,6.1,99,1003.8,952.8,0,12,2,10
2017/1/13 5:00,-0.1,1,2,7,0,0.6,1.96,-0.2,6,99,1003.9,952.9,0,12,2,10
2017/1/13 6:00,-0.1,1,2,9,0,0.2,1.96,-0.2,6,99,1004,953,0,12,2,10
2017/1/13 7:00,-0.1,1,1,10,0,0.9,1.57,-0.2,6,99,1004.3,953.2,0,12,2,10
2017/1/13 8:00,0.1,0,0,10,0,1.4,1.18,0,6.1,99,1004.4,953.4,0.06,12,2,10
2017/1/13 9:00,0.2,0.5,0,10,0,0.5,4.32,-0.1,6.1,98,1004.6,953.6,0.2,12,2,10
2017/1/13 10:00,0.9,0.5,0,9,0,0.6,1.57,0.2,6.2,95,1004.3,953.4,0.78,12,2,10
2017/1/13 11:00,2.2,0,0,6,0.5,1,1.96,0.1,6.2,86,1003.1,952.5,1.62,12,2,10
2017/1/13 12:00,2,0,0,4,0.1,3.1,4.71,-1.3,5.6,79,1002.8,952.2,0.96,12,2,10
2017/1/13 13:00,2.1,0,0,3,0,2.4,5.11,-0.8,5.8,81,1002.7,952.1,0.65,12,2,10
2017/1/13 14:00,1.2,0,0,2,0.2,3.5,1.18,0.1,6.1,92,1003.1,952.3,0.86,12,2,10
2017/1/13 15:00,1.4,0,0,2,0,1.9,1.18,0,6.1,90,1003.4,952.7,0.49,12,15,10
2017/1/13 16:00,1.3,0,0,1,0,0.5,1.96,-0.9,5.7,85,1003.6,952.8,0.26,12,15,10
2017/1/13 17:00,0.8,0,0,1,0,1.1,1.57,-2.4,5.1,79,1004,953.1,0.05,12,15,10
2017/1/13 18:00,0,0,0,1,0,2.8,1.18,-2.7,5,82,1004.3,953.3,0,12,15,10
2017/1/13 19:00,-0.2,0,0,1,0,1.4,5.89,-3,4.9,81,1004.3,953.2,0,12,15,10
2017/1/13 20:00,-1.1,0,1,2,0,1.3,0,-1.9,5.3,94,1004.6,953.3,0,12,15,10
2017/1/13 21:00,-1,0,1,3,0,1,1.57,-1.7,5.4,95,1004.5,953.3,0,12,1,10
2017/1/13 22:00,-1.5,0,0,3,0,2,1.18,-2.2,5.2,95,1004.5,953.2,0,12,1,10
2017/1/13 23:00,-1.4,1,1,4,0,1.5,1.18,-1.8,5.4,97,1004,952.7,0,12,1,10
2017/1/14 0:00,-2.1,0.5,1,5,0,2.1,1.18,-2.5,5.1,97,1003.7,952.3,0,12,1,10
2017/1/14 1:00,-2.2,1,1,6,0,2,1.57,-2.6,5,97,1003.9,952.5,0,12,1,10
2017/1/14 2:00,-2.3,0.5,1,7,0,1.9,1.18,-2.7,5,97,1004.4,952.9,0,12,1,10
2017/1/14 3:00,-2.8,0.5,0,7,0,1.3,1.18,-3.3,4.8,96,1005,953.4,0,12,1,10
2017/1/14 4:00,-3.6,0,0,7,0,0,1.18,-4,4.5,97,1004.3,952.6,0,12,1,10
2017/1/14 5:00,-3.1,0,0,7,0,0.9,1.18,-4.1,4.5,93,1003.4,951.8,0,12,1,10
2017/1/14 6:00,-2.8,0,0,7,0,0.8,3.14,-3.5,4.7,95,1003.1,951.6,0,12,1,10
2017/1/14 7:00,-2.7,0,0,7,0,1.9,4.32,-3.7,4.7,93,1003.7,952.2,0,12,1,10
2017/1/14 8:00,-2.8,0.5,0,7,0,0.8,0.79,-4.2,4.5,90,1004.1,952.5,0.05,12,1,10
2017/1/14 9:00,-3,0.5,2,9,0,0.2,0.79,-3.8,4.6,94,1004.7,953.1,0.1,12,0.8,10
2017/1/14 10:00,-2.9,1,1,10,0,0,0.79,-3.6,4.7,95,1005.1,953.5,0.22,12,0.8,10
2017/1/14 11:00,-3,0.5,1,11,0,1.9,5.5,-4.4,4.4,90,1004.7,953.1,0.41,12,0.8,10
2017/1/14 12:00,-3.1,0,0,11,0,4.7,1.57,-4.5,4.4,90,1003.6,952,0.45,12,0.8,10
2017/1/14 13:00,-3.7,0.5,0,11,0,2.7,0.39,-4.8,4.3,92,1004,952.3,0.31,12,0.8,10
2017/1/14 14:00,-3.8,0.5,1,12,0,3.8,1.18,-4.9,4.2,92,1003.8,952.1,0.31,12,0.8,10
2017/1/14 15:00,-4,0,0,12,0,2.1,0.39,-6.3,3.8,84,1004.7,952.9,0.33,12,3,10
2017/1/14 16:00,-4.4,0,0,12,0,4.2,1.57,-6.1,3.9,88,1004.8,952.9,0.23,12,3,10
2017/1/14 17:00,-4.6,0,0,12,0,3.3,1.18,-6.1,3.9,89,1005.2,953.2,0.04,12,3,10
2017/1/14 18:00,-5.2,0,0,12,0,3.2,1.57,-6,3.9,94,1005.7,953.6,0,12,3,10
2017/1/14 19:00,-5.4,0,0,12,0,2.1,1.57,-6.3,3.8,93,1006.3,954.1,0,12,3,10
2017/1/14 20:00,-5.6,0,0,12,0,3.3,1.18,-6.5,3.7,93,1006.5,954.3,0,12,3,10
2017/1/14 21:00,-5.7,0.5,1,13,0,2.8,1.18,-6.5,3.8,94,1006.3,954.1,0,12,3,10
2017/1/14 22:00,-5.7,1,1,14,0,2.7,1.18,-6.6,3.7,93,1006.9,954.6,0,12,3,10
2017/1/14 23:00,-5.5,0.5,1,15,0,1,5.89,-7,3.6,89,1007.6,955.3,0,12,3,10
2017/1/15 0:00,-6.6,0,0,14,0,1.7,5.11,-8.7,3.2,85,1007.7,955.2,0,12,3,10
2017/1/15 1:00,-6.6,0,0,14,0,1.9,0.79,-8.7,3.2,85,1007.5,955,0,12,3,10
2017/1/15 2:00,-6.5,0,0,14,0,1.9,1.18,-7.9,3.4,90,1008.2,955.7,0,12,3,10
2017/1/15 3:00,-6.5,0.5,0,14,0,0.9,1.18,-7.6,3.5,92,1008.5,956,0,12,2,10
2017/1/15 4:00,-6.2,0.5,1,15,0,1.7,3.53,-7.6,3.5,90,1008.5,956.1,0,12,2,10
2017/1/15 5:00,-6.1,1,1,16,0,1.4,3.53,-7,3.6,93,1008.9,956.5,0,12,2,10
2017/1/15 6:00,-6,0.5,1,17,0,2.3,1.96,-6.8,3.7,94,1009.7,957.2,0,12,2,10
2017/1/15 7:00,-6,0,0,16,0,1.2,0.79,-6.9,3.6,93,1010.4,957.9,0,12,2,10
2017/1/15 8:00,-5.8,1,2,18,0,1.1,4.32,-6.6,3.7,94,1011.1,958.6,0.03,12,2,10
2017/1/15 9:00,-5.2,0.5,1,19,0,0.6,5.11,-6.3,3.8,92,1011.8,959.4,0.32,12,0.7,10
2017/1/15 10:00,-4.4,0.5,0,19,0,2.5,1.57,-5.6,4,91,1011.9,959.6,0.6,12,0.7,10
2017/1/15 11:00,-4,0.5,0,19,0,1.2,0.79,-5.2,4.1,91,1011.7,959.5,0.73,12,0.7,10
2017/1/15 12:00,-3.8,0.5,0,19,0,2.5,1.57,-5.2,4.2,90,1011,958.9,0.91,12,0.7,10
2017/1/15 13:00,-4.2,0.5,1,20,0,2.8,1.57,-5.6,4,90,1010.7,958.5,0.7,12,0.7,10
2017/1/15 14:00,-4.2,1.5,2,22,0,0.6,1.96,-5,4.2,94,1011.2,959,0.26,12,0.7,10
2017/1/15 15:00,-4,0.5,0,22,0,0.8,1.18,-5.2,4.1,91,1012.1,959.9,0.46,12,0.8,10
2017/1/15 16:00,-3.6,0.5,1,23,0,0.6,3.14,-4.8,4.3,91,1012.2,960.1,0.26,12,0.8,10
2017/1/15 17:00,-3.9,0.5,0,23,0,1.1,1.57,-4.7,4.3,94,1012.3,960.1,0.04,12,0.8,10
2017/1/15 18:00,-4,0,0,23,0,0.9,1.18,-4.8,4.3,94,1012.8,960.6,0,12,0.8,10
2017/1/15 19:00,-4,0.5,1,24,0,0,1.18,-4.7,4.3,95,1013.4,961.1,0,12,0.8,10
2017/1/15 20:00,-4.3,0.5,0,24,0,0.4,0.79,-5,4.2,95,1013.4,961.1,0,12,0.8,10
2017/1/15 21:00,-4,0,0,24,0,0,0.79,-4.8,4.3,94,1013.6,961.3,0,12,4,10
2017/1/15 22:00,-4.1,0,0,24,0,0,0.79,-4.8,4.3,95,1013.1,960.8,0,12,4,10
2017/1/15 23:00,-4.2,1,1,25,0,0,0.79,-4.9,4.3,95,1012.8,960.5,0,12,4,10
2017/1/16 0:00,-4.2,0,0,25,0,0,0.79,-4.7,4.3,96,1012.3,960.1,0,12,4,10
2017/1/16 1:00,-4.2,0,0,24,0,0,0.79,-4.9,4.3,95,1012.2,960,0,12,4,10
2017/1/16 2:00,-4.5,0.5,0,24,0,0.5,1.57,-5,4.2,96,1012.4,960.1,0,12,4,10
2017/1/16 3:00,-4.4,0,0,24,0,0.6,3.53,-5.1,4.2,95,1012.7,960.4,0,12,4,10
2017/1/16 4:00,-4.4,1.5,3,27,0,0.4,1.96,-4.9,4.2,96,1012.5,960.2,0,12,4,10
2017/1/16 5:00,-4.4,1,1,28,0,0,1.96,-4.9,4.2,96,1012.2,959.9,0,12,4,10
2017/1/16 6:00,-4.4,0.5,0,28,0,0.4,1.96,-4.9,4.2,96,1013.2,960.9,0,12,4,10
2017/1/16 7:00,-4.3,1.5,2,30,0,0,1.96,-4.8,4.3,96,1013.4,961.1,0,12,4,10
2017/1/16 8:00,-4.2,0.5,0,30,0,0,1.96,-4.9,4.3,95,1014,961.7,0.07,12,4,10
2017/1/16 9:00,-3.1,0,0,30,0.1,0.4,1.18,-4.6,4.3,89,1014.7,962.5,0.53,12,6,10
2017/1/16 10:00,-2.5,0,0,29,0.2,1.5,2.36,-4.7,4.3,85,1014.7,962.7,1.14,12,6,10
2017/1/16 11:00,-2.6,0.5,0,29,0,1.3,1.57,-4,4.5,90,1014.1,962.1,0.89,12,6,10
2017/1/16 12:00,-0.6,0,0,28,0.2,1.6,3.14,-4.8,4.3,73,1012.6,961,1.65,12,6,10
2017/1/16 13:00,-1,0,0,27,0.3,2.9,3.53,-5,4.2,74,1012.1,960.5,1.31,12,6,10
2017/1/16 14:00,0.3,0,0,26,0.4,2.7,3.93,-4.9,4.2,68,1012,960.6,1.19,12,6,10
2017/1/16 15:00,0.3,0,0,25,0.8,2.2,1.96,-5.9,3.9,63,1012.6,961.2,1.63,12,30,10
2017/1/16 16:00,-1.4,0,0,25,0,3.3,1.18,-2.7,5,91,1014,962.2,0.19,12,30,10
2017/1/16 17:00,-2.1,1.5,3,28,0,0.9,0.39,-2.6,5,96,1014.9,962.9,0.03,12,30,10
2017/1/16 18:00,-2,3,3,31,0,0.4,1.18,-2.4,5.1,97,1015.8,963.8,0,12,30,10
2017/1/16 19:00,-1.8,2,2,33,0,1.7,3.93,-2.2,5.2,97,1016.6,964.6,0,12,30,10
2017/1/16 20:00,-1.5,0.5,0,33,0,3.1,4.32,-2,5.3,96,1017.4,965.4,0,12,30,10
2017/1/16 21:00,-1.4,0.5,0,33,0,1.2,0,-1.8,5.4,97,1017.8,965.8,0,12,3,10
2017/1/16 22:00,-1.3,0,0,33,0,1.2,5.11,-1.7,5.4,97,1018.3,966.3,0,12,3,10
2017/1/16 23:00,-1.1,1,1,34,0,1.3,4.71,-1.4,5.5,98,1018.5,966.5,0,12,3,10
2017/1/17 0:00,-1.4,1.5,2,36,0,1.1,3.53,-1.8,5.4,97,1018.6,966.6,0,12,3,10
2017/1/17 1:00,-1.3,2.5,3,39,0,2.2,3.93,-1.6,5.4,98,1019.4,967.3,0,12,3,10
2017/1/17 2:00,-1,5,6,45,0,1.7,4.32,-1.3,5.6,98,1020.2,968.2,0,12,3,10
2017/1/17 3:00,-1,2.5,3,48,0,0.4,4.71,-1.3,5.6,98,1020.9,968.8,0,12,0.4,10
2017/1/17 4:00,-0.9,1,0,48,0,0.8,5.5,-1.2,5.6,98,1021.6,969.5,0,12,0.4,10
2017/1/17 5:00,-0.9,0.5,0,48,0,1.5,3.93,-1.2,5.6,98,1022.1,970,0,12,0.4,10
2017/1/17 6:00,-0.9,1,0,48,0,0.7,3.53,-1.2,5.6,98,1022.9,970.7,0,12,0.4,10
2017/1/17 7:00,-0.9,0.5,0,48,0,0.9,3.93,-1.2,5.6,98,1023.2,971,0,12,0.4,10
2017/1/17 8:00,-0.7,0.5,1,49,0,0.4,3.93,-1,5.7,98,1024.5,972.3,0.04,12,0.4,10
2017/1/17 9:00,-0.1,0,0,48,0,1.8,4.32,-0.9,5.7,94,1025.4,973.3,0.5,12,10,10
2017/1/17 10:00,0.8,0,0,46,0.1,0.3,5.5,-1.3,5.6,86,1025.8,973.8,1.05,12,10,10
2017/1/17 11:00,0.5,0,0,45,0.1,0.4,1.18,-1.9,5.3,84,1025.7,973.7,1.41,12,10,10
2017/1/17 12:00,0.5,0.5,0,44,0,1.2,1.57,-0.5,5.9,93,1025.2,973.2,0.98,12,10,10
2017/1/17 13:00,0.4,0.5,0,43,0,0.4,1.96,-0.6,5.9,93,1025.1,973.1,0.7,12,10,10
2017/1/17 14:00,0.5,0,0,43,0,0.6,4.71,0,6.1,96,1025.7,973.7,0.42,12,10,10
2017/1/17 15:00,0.5,0.5,0,43,0,0.7,1.18,-0.2,6,95,1026.4,974.3,0.37,12,0.7,10
2017/1/17 16:00,0.5,0.5,0,42,0,2.7,1.57,0,6.1,96,1026.8,974.7,0.35,12,0.7,10
2017/1/17 17:00,0.2,0,0,41,0,2,1.18,-0.5,5.9,95,1027.4,975.2,0.06,12,0.7,10
2017/1/17 18:00,0.2,0,0,41,0,1.2,5.89,-0.6,5.8,94,1028.3,976.1,0,12,0.7,10
2017/1/17 19:00,-0.2,0,0,41,0,1.1,5.5,-0.9,5.7,95,1028.5,976.2,0,12,0.7,10
2017/1/17 20:00,-0.8,0,0,40,0,0.6,5.5,-1.9,5.3,92,1029.2,976.7,0,12,0.7,10
2017/1/17 21:00,-1,0,0,40,0,0.7,5.89,-1.8,5.3,94,1029.9,977.4,0,4,15,10
2017/1/17 22:00,-1.3,0,0,39,0,2.1,3.93,-1.9,5.3,96,1030.1,977.5,0,4,15,10
2017/1/17 23:00,-1.1,0,0,39,0,0.9,2.36,-1.7,5.4,96,1030.5,977.9,0,4,15,10
2017/1/18 0:00,-2,0,0,39,0,1.1,5.11,-3.1,4.9,92,1031,978.2,0,4,15,10
2017/1/18 1:00,-2.9,0,0,39,0,1.3,4.32,-3.6,4.7,95,1031.5,978.5,0,4,15,10
2017/1/18 2:00,-2.3,0,0,39,0,2.3,5.11,-3.8,4.6,89,1031.9,979,0,4,15,10
2017/1/18 3:00,-3.1,0,0,38,0,1.9,4.32,-4.3,4.4,91,1032.1,979,0,4,20,10
2017/1/18 4:00,-3.1,0,0,38,0,0.2,4.32,-4.3,4.4,91,1031.9,978.9,0,4,20,10
2017/1/18 5:00,-3.3,0,0,38,0,0.8,4.32,-4.8,4.3,89,1032.4,979.3,0,4,20,10
2017/1/18 6:00,-3.4,0,0,37,0,2.3,4.71,-4.8,4.3,90,1032.5,979.4,0,4,20,10
2017/1/18 7:00,-4.3,0,0,37,0,3.8,5.11,-6.4,3.8,85,1032.9,979.6,0,4,20,10
2017/1/18 8:00,-3.5,0,0,36,0,1.7,4.71,-5.3,4.1,87,1032.9,979.7,0.1,4,20,10
2017/1/18 9:00,-3.5,0,0,36,0.5,1.9,3.93,-6.6,3.7,79,1032.7,979.5,0.65,2,30,3
2017/1/18 10:00,-2,0,0,36,1,1.2,3.93,-5.8,4,75,1032.2,979.4,1.44,2,30,3
2017/1/18 11:00,-0.8,0,0,36,1,1.2,3.53,-5.2,4.2,72,1030.5,978,1.87,2,30,3
2017/1/18 12:00,0.1,0,0,36,1,0.5,4.32,-4.5,4.4,71,1028.6,976.3,2.08,2,30,3
2017/1/18 13:00,0.8,0,0,35,1,1.3,2.36,-4,4.5,70,1026.7,974.7,2.07,2,30,3
2017/1/18 14:00,2.2,0,0,35,1,1.4,3.93,-3.3,4.8,67,1025.6,973.9,1.75,2,30,3
2017/1/18 15:00,2.6,0,0,35,1,1.2,2.75,-3.7,4.6,63,1025,973.4,1.2,3,40,10
2017/1/18 16:00,2.1,0,0,35,0,1.3,3.93,-4.2,4.5,63,1024.6,972.9,0.55,3,40,10
2017/1/18 17:00,0.7,0,0,34,0,0.2,3.93,-1.7,5.4,84,1024.6,972.7,0.11,3,40,10
2017/1/18 18:00,-0.1,0,0,34,0,0.9,5.5,-1.5,5.5,90,1025.1,973,0,3,40,10
2017/1/18 19:00,-0.4,0,0,34,0,0.4,4.32,-1.8,5.3,90,1024.5,972.4,0,3,40,10
2017/1/18 20:00,-0.6,0,0,34,0,0.5,3.14,-1.7,5.4,92,1024.6,972.4,0,3,40,10
2017/1/18 21:00,-0.8,0,0,34,0,1.3,1.18,-2.2,5.2,90,1024.3,972.1,0,3,20,10
2017/1/18 22:00,-0.8,0,0,33,0,1,0.79,-2.5,5.1,88,1023.9,971.7,0,3,20,10
2017/1/18 23:00,-0.8,0,0,33,0,1.4,4.32,-2.1,5.2,91,1023.8,971.6,0,3,20,10
2017/1/19 0:00,-1.2,0,0,33,0,1.6,1.18,-2.3,5.2,92,1023.8,971.5,0,3,20,10
2017/1/19 1:00,-1.3,0,0,33,0,0.5,4.71,-2.4,5.1,92,1023.5,971.2,0,3,20,10
2017/1/19 2:00,-1.1,0,0,33,0,0.7,0.39,-2.4,5.1,91,1024.1,971.8,0,3,20,10
2017/1/19 3:00,-1.1,0,0,33,0,0.7,3.53,-2.1,5.2,93,1023.8,971.6,0,12,20,10
2017/1/19 4:00,-1.3,0,0,32,0,0.3,5.89,-2.1,5.2,94,1024.1,971.8,0,12,20,10
2017/1/19 5:00,-1.1,0,0,32,0,0.9,1.96,-1.9,5.3,94,1024.2,971.9,0,12,20,10
2017/1/19 6:00,-1.3,0,0,32,0,0.6,4.32,-2,5.3,95,1024.4,972.1,0,12,20,10
2017/1/19 7:00,-1.7,0,0,32,0,1.1,4.71,-2.2,5.2,96,1024.5,972.1,0,12,20,10
2017/1/19 8:00,-1.8,0,0,32,0,1,0,-2.3,5.1,96,1024.4,972,0.09,12,20,10
2017/1/19 9:00,0.2,0,0,32,0.1,2.3,1.18,-1.5,5.5,88,1024.3,972.3,0.36,12,15,10
2017/1/19 10:00,1.5,0,0,32,0.4,2.9,1.57,-1.1,5.7,83,1023.9,972.1,0.93,12,15,10
2017/1/19 11:00,1.7,0,0,31,0.6,4.9,1.57,-1.5,5.5,79,1023,971.3,1.79,12,15,10
2017/1/19 12:00,1.4,0,0,31,0.4,5.2,1.57,-1.8,5.3,79,1021.9,970.2,1.59,12,15,10
2017/1/19 13:00,1.5,0,0,30,0.2,3.7,1.18,-2.1,5.2,77,1021.1,969.5,1.44,12,15,10
2017/1/19 14:00,1.5,0,0,29,0.2,3.7,1.18,-2.1,5.2,77,1021.1,969.5,1.18,12,15,10
